complex_id,ba_value,ba_measure,ligand_id,protein_id,pdb_id,pdb_lignum,target_chain
davisBC015776,5.0,KIKD,davisDC000037,davisPT000079,,###,#
davisBC015777,5.0,KIKD,davisDC000037,davisPT000227,,###,#
davisBC015778,5.0,KIKD,davisDC000037,davisPT000064,,###,#
davisBC015779,5.0,KIKD,davisDC000037,davisPT000366,,###,#
davisBC015780,5.0,KIKD,davisDC000037,davisPT000138,,###,#
davisBC015781,5.0,KIKD,davisDC000037,davisPT000423,,###,#
davisBC015782,5.0,KIKD,davisDC000037,davisPT000155,,###,#
davisBC015783,5.0,KIKD,davisDC000037,davisPT000370,,###,#
davisBC015784,5.0,KIKD,davisDC000037,davisPT000093,,###,#
davisBC015785,5.0,KIKD,davisDC000037,davisPT000310,,###,#
davisBC015786,5.0,KIKD,davisDC000037,davisPT000414,,###,#
davisBC015787,5.0,KIKD,davisDC000037,davisPT000025,,###,#
davisBC015788,5.0,KIKD,davisDC000037,davisPT000203,,###,#
davisBC015789,5.0,KIKD,davisDC000037,davisPT000085,,###,#
davisBC015790,5.0,KIKD,davisDC000037,davisPT000352,,###,#
davisBC015791,5.0,KIKD,davisDC000037,davisPT000404,,###,#
davisBC015792,5.0,KIKD,davisDC000037,davisPT000359,,###,#
davisBC015793,5.0,KIKD,davisDC000037,davisPT000015,,###,#
davisBC015794,5.0,KIKD,davisDC000037,davisPT000415,,###,#
davisBC015795,5.0,KIKD,davisDC000037,davisPT000358,,###,#
davisBC015796,5.0,KIKD,davisDC000037,davisPT000054,,###,#
davisBC015797,5.0,KIKD,davisDC000037,davisPT000198,,###,#
davisBC015798,5.0,KIKD,davisDC000037,davisPT000351,,###,#
davisBC015799,5.0,KIKD,davisDC000037,davisPT000230,,###,#
davisBC015800,5.0,KIKD,davisDC000037,davisPT000119,,###,#
davisBC015801,5.0,KIKD,davisDC000037,davisPT000418,,###,#
davisBC015802,5.0,KIKD,davisDC000037,davisPT000236,,###,#
davisBC015803,5.0,KIKD,davisDC000037,davisPT000021,,###,#
davisBC015804,5.0,KIKD,davisDC000037,davisPT000072,,###,#
davisBC015805,5.0,KIKD,davisDC000037,davisPT000379,,###,#
davisBC015806,5.0,KIKD,davisDC000037,davisPT000392,,###,#
davisBC015807,5.0,KIKD,davisDC000037,davisPT000275,,###,#
davisBC015808,5.0,KIKD,davisDC000037,davisPT000094,,###,#
davisBC015809,5.0,KIKD,davisDC000037,davisPT000028,,###,#
davisBC015810,5.0,KIKD,davisDC000037,davisPT000116,,###,#
davisBC015811,5.0,KIKD,davisDC000037,davisPT000394,,###,#
davisBC015812,5.0,KIKD,davisDC000037,davisPT000279,,###,#
davisBC015813,5.0,KIKD,davisDC000037,davisPT000258,,###,#
davisBC015814,5.0,KIKD,davisDC000037,davisPT000217,,###,#
davisBC015815,5.0,KIKD,davisDC000037,davisPT000377,,###,#
davisBC015816,5.0,KIKD,davisDC000037,davisPT000044,,###,#
davisBC015817,5.0,KIKD,davisDC000037,davisPT000413,,###,#
davisBC015818,5.0,KIKD,davisDC000037,davisPT000296,,###,#
davisBC015819,5.0,KIKD,davisDC000037,davisPT000353,,###,#
davisBC015820,5.0,KIKD,davisDC000037,davisPT000393,,###,#
davisBC015821,5.0,KIKD,davisDC000037,davisPT000002,,###,#
davisBC015822,5.0,KIKD,davisDC000037,davisPT000209,,###,#
davisBC015823,5.0,KIKD,davisDC000037,davisPT000034,,###,#
davisBC015824,5.0,KIKD,davisDC000037,davisPT000332,,###,#
davisBC015825,5.0,KIKD,davisDC000037,davisPT000131,,###,#
davisBC015826,5.0,KIKD,davisDC000037,davisPT000095,,###,#
davisBC015827,5.0,KIKD,davisDC000037,davisPT000043,,###,#
davisBC015828,5.522878745,KIKD,davisDC000037,davisPT000389,,###,#
davisBC015829,5.0,KIKD,davisDC000037,davisPT000023,,###,#
davisBC015830,5.0,KIKD,davisDC000037,davisPT000115,,###,#
davisBC015831,5.0,KIKD,davisDC000037,davisPT000340,,###,#
davisBC015832,5.0,KIKD,davisDC000037,davisPT000223,,###,#
davisBC015833,5.0,KIKD,davisDC000037,davisPT000162,,###,#
davisBC015834,5.0,KIKD,davisDC000037,davisPT000050,,###,#
davisBC015835,5.0,KIKD,davisDC000037,davisPT000222,,###,#
davisBC015836,5.0,KIKD,davisDC000037,davisPT000164,,###,#
davisBC015837,5.0,KIKD,davisDC000037,davisPT000266,,###,#
davisBC015838,5.0,KIKD,davisDC000037,davisPT000425,,###,#
davisBC015839,5.0,KIKD,davisDC000037,davisPT000401,,###,#
davisBC015840,5.0,KIKD,davisDC000037,davisPT000140,,###,#
davisBC015841,5.0,KIKD,davisDC000037,davisPT000052,,###,#
davisBC015842,5.0,KIKD,davisDC000037,davisPT000344,,###,#
davisBC015843,5.0,KIKD,davisDC000037,davisPT000101,,###,#
davisBC015844,5.0,KIKD,davisDC000037,davisPT000088,,###,#
davisBC015845,5.0,KIKD,davisDC000037,davisPT000388,,###,#
davisBC015846,5.0,KIKD,davisDC000037,davisPT000270,,###,#
davisBC015847,5.0,KIKD,davisDC000037,davisPT000350,,###,#
davisBC015848,5.0,KIKD,davisDC000037,davisPT000001,,###,#
davisBC015849,5.0,KIKD,davisDC000037,davisPT000091,,###,#
davisBC015850,5.0,KIKD,davisDC000037,davisPT000403,,###,#
davisBC015851,5.0,KIKD,davisDC000037,davisPT000265,,###,#
davisBC015852,5.0,KIKD,davisDC000037,davisPT000409,,###,#
davisBC015853,5.0,KIKD,davisDC000037,davisPT000003,,###,#
davisBC015854,5.0,KIKD,davisDC000037,davisPT000334,,###,#
davisBC015855,5.0,KIKD,davisDC000037,davisPT000411,,###,#
davisBC015856,5.0,KIKD,davisDC000037,davisPT000153,,###,#
davisBC015857,5.0,KIKD,davisDC000037,davisPT000221,,###,#
davisBC015858,5.0,KIKD,davisDC000037,davisPT000228,,###,#
davisBC015859,5.0,KIKD,davisDC000037,davisPT000371,,###,#
davisBC015860,5.0,KIKD,davisDC000037,davisPT000341,,###,#
davisBC015861,5.0,KIKD,davisDC000037,davisPT000107,,###,#
davisBC015862,5.0,KIKD,davisDC000037,davisPT000156,,###,#
davisBC015863,5.0,KIKD,davisDC000037,davisPT000207,,###,#
davisBC015864,5.0,KIKD,davisDC000037,davisPT000220,,###,#
davisBC015865,5.0,KIKD,davisDC000037,davisPT000251,,###,#
davisBC015866,5.0,KIKD,davisDC000037,davisPT000248,,###,#
davisBC015867,5.0,KIKD,davisDC000037,davisPT000268,,###,#
davisBC015868,5.0,KIKD,davisDC000037,davisPT000378,,###,#
davisBC015869,5.0,KIKD,davisDC000037,davisPT000194,,###,#
davisBC015870,5.0,KIKD,davisDC000037,davisPT000110,,###,#
davisBC015871,5.37675071,KIKD,davisDC000037,davisPT000426,,###,#
davisBC015872,5.0,KIKD,davisDC000037,davisPT000097,,###,#
davisBC015873,5.0,KIKD,davisDC000037,davisPT000141,,###,#
davisBC015874,5.0,KIKD,davisDC000037,davisPT000168,,###,#
davisBC015875,5.0,KIKD,davisDC000037,davisPT000323,,###,#
davisBC015876,5.0,KIKD,davisDC000037,davisPT000078,,###,#
davisBC015877,5.0,KIKD,davisDC000037,davisPT000159,,###,#
davisBC015878,5.0,KIKD,davisDC000037,davisPT000256,,###,#
davisBC015879,5.0,KIKD,davisDC000037,davisPT000346,,###,#
davisBC015880,5.0,KIKD,davisDC000037,davisPT000113,,###,#
davisBC015881,5.0,KIKD,davisDC000037,davisPT000232,,###,#
davisBC015882,5.0,KIKD,davisDC000037,davisPT000219,,###,#
davisBC015883,5.0,KIKD,davisDC000037,davisPT000147,,###,#
davisBC015884,5.0,KIKD,davisDC000037,davisPT000320,,###,#
davisBC015885,5.0,KIKD,davisDC000037,davisPT000157,,###,#
davisBC015886,5.0,KIKD,davisDC000037,davisPT000283,,###,#
davisBC015887,5.0,KIKD,davisDC000037,davisPT000126,,###,#
davisBC015888,5.0,KIKD,davisDC000037,davisPT000242,,###,#
davisBC015889,5.0,KIKD,davisDC000037,davisPT000247,,###,#
davisBC015890,5.0,KIKD,davisDC000037,davisPT000121,,###,#
davisBC015891,5.0,KIKD,davisDC000037,davisPT000357,,###,#
davisBC015892,5.0,KIKD,davisDC000037,davisPT000012,,###,#
davisBC015893,5.0,KIKD,davisDC000037,davisPT000422,,###,#
davisBC015894,5.0,KIKD,davisDC000037,davisPT000190,,###,#
davisBC015895,5.0,KIKD,davisDC000037,davisPT000086,,###,#
davisBC015896,5.0,KIKD,davisDC000037,davisPT000070,,###,#
davisBC015897,5.0,KIKD,davisDC000037,davisPT000188,,###,#
davisBC015898,5.0,KIKD,davisDC000037,davisPT000335,,###,#
davisBC015899,5.0,KIKD,davisDC000037,davisPT000006,,###,#
davisBC015900,5.0,KIKD,davisDC000037,davisPT000234,,###,#
davisBC015901,5.0,KIKD,davisDC000037,davisPT000398,,###,#
davisBC015902,5.0,KIKD,davisDC000037,davisPT000129,,###,#
davisBC015903,5.0,KIKD,davisDC000037,davisPT000288,,###,#
davisBC015904,5.0,KIKD,davisDC000037,davisPT000311,,###,#
davisBC015905,5.0,KIKD,davisDC000037,davisPT000087,,###,#
davisBC015906,5.0,KIKD,davisDC000037,davisPT000361,,###,#
davisBC015907,5.0,KIKD,davisDC000037,davisPT000074,,###,#
davisBC015908,5.0,KIKD,davisDC000037,davisPT000150,,###,#
davisBC015909,5.0,KIKD,davisDC000037,davisPT000338,,###,#
davisBC015910,5.0,KIKD,davisDC000037,davisPT000042,,###,#
davisBC015911,6.27572413,KIKD,davisDC000037,davisPT000390,,###,#
davisBC015912,5.0,KIKD,davisDC000037,davisPT000306,,###,#
davisBC015913,5.0,KIKD,davisDC000037,davisPT000178,,###,#
davisBC015914,5.0,KIKD,davisDC000037,davisPT000315,,###,#
davisBC015915,5.0,KIKD,davisDC000037,davisPT000349,,###,#
davisBC015916,5.0,KIKD,davisDC000037,davisPT000295,,###,#
davisBC015917,5.0,KIKD,davisDC000037,davisPT000106,,###,#
davisBC015918,5.0,KIKD,davisDC000037,davisPT000017,,###,#
davisBC015919,5.0,KIKD,davisDC000037,davisPT000243,,###,#
davisBC015920,5.0,KIKD,davisDC000037,davisPT000010,,###,#
davisBC015921,5.0,KIKD,davisDC000037,davisPT000286,,###,#
davisBC015922,5.0,KIKD,davisDC000037,davisPT000327,,###,#
davisBC015923,5.0,KIKD,davisDC000037,davisPT000281,,###,#
davisBC015924,5.0,KIKD,davisDC000037,davisPT000033,,###,#
davisBC015925,5.0,KIKD,davisDC000037,davisPT000253,,###,#
davisBC015926,5.0,KIKD,davisDC000037,davisPT000111,,###,#
davisBC015927,5.0,KIKD,davisDC000037,davisPT000169,,###,#
davisBC015928,5.0,KIKD,davisDC000037,davisPT000128,,###,#
davisBC015929,5.0,KIKD,davisDC000037,davisPT000175,,###,#
davisBC015930,5.0,KIKD,davisDC000037,davisPT000290,,###,#
davisBC015931,5.0,KIKD,davisDC000037,davisPT000260,,###,#
davisBC015932,5.0,KIKD,davisDC000037,davisPT000356,,###,#
davisBC015933,5.0,KIKD,davisDC000037,davisPT000212,,###,#
davisBC015934,5.0,KIKD,davisDC000037,davisPT000148,,###,#
davisBC015935,5.0,KIKD,davisDC000037,davisPT000104,,###,#
davisBC015936,5.0,KIKD,davisDC000037,davisPT000068,,###,#
davisBC015937,5.0,KIKD,davisDC000037,davisPT000276,,###,#
davisBC015938,5.0,KIKD,davisDC000037,davisPT000347,,###,#
davisBC015939,5.0,KIKD,davisDC000037,davisPT000026,,###,#
davisBC015940,5.0,KIKD,davisDC000037,davisPT000118,,###,#
davisBC015941,5.0,KIKD,davisDC000037,davisPT000029,,###,#
davisBC015942,5.0,KIKD,davisDC000037,davisPT000016,,###,#
davisBC015943,5.0,KIKD,davisDC000037,davisPT000122,,###,#
davisBC015944,5.0,KIKD,davisDC000037,davisPT000319,,###,#
davisBC015945,5.0,KIKD,davisDC000037,davisPT000294,,###,#
davisBC015946,5.0,KIKD,davisDC000037,davisPT000312,,###,#
davisBC015947,5.0,KIKD,davisDC000037,davisPT000184,,###,#
davisBC015948,5.0,KIKD,davisDC000037,davisPT000014,,###,#
davisBC015949,5.0,KIKD,davisDC000037,davisPT000224,,###,#
davisBC015950,5.0,KIKD,davisDC000037,davisPT000369,,###,#
davisBC015951,5.0,KIKD,davisDC000037,davisPT000083,,###,#
davisBC015952,5.0,KIKD,davisDC000037,davisPT000117,,###,#
davisBC015953,5.0,KIKD,davisDC000037,davisPT000216,,###,#
davisBC015954,5.0,KIKD,davisDC000037,davisPT000098,,###,#
davisBC015955,5.0,KIKD,davisDC000037,davisPT000245,,###,#
davisBC015956,5.0,KIKD,davisDC000037,davisPT000005,,###,#
davisBC015957,5.0,KIKD,davisDC000037,davisPT000226,,###,#
davisBC015958,5.0,KIKD,davisDC000037,davisPT000183,,###,#
davisBC015959,5.0,KIKD,davisDC000037,davisPT000124,,###,#
davisBC015960,5.0,KIKD,davisDC000037,davisPT000239,,###,#
davisBC015961,5.0,KIKD,davisDC000037,davisPT000237,,###,#
davisBC015962,5.0,KIKD,davisDC000037,davisPT000144,,###,#
davisBC015963,5.0,KIKD,davisDC000037,davisPT000099,,###,#
davisBC015964,5.244125144,KIKD,davisDC000037,davisPT000045,,###,#
davisBC015965,5.0,KIKD,davisDC000037,davisPT000402,,###,#
davisBC015966,5.0,KIKD,davisDC000037,davisPT000238,,###,#
davisBC015967,5.0,KIKD,davisDC000037,davisPT000246,,###,#
davisBC015968,5.0,KIKD,davisDC000037,davisPT000278,,###,#
davisBC015969,5.0,KIKD,davisDC000037,davisPT000123,,###,#
davisBC015970,5.0,KIKD,davisDC000037,davisPT000058,,###,#
davisBC015971,5.0,KIKD,davisDC000037,davisPT000384,,###,#
davisBC015972,5.0,KIKD,davisDC000037,davisPT000035,,###,#
davisBC015973,5.0,KIKD,davisDC000037,davisPT000160,,###,#
davisBC015974,5.0,KIKD,davisDC000037,davisPT000233,,###,#
davisBC015975,5.0,KIKD,davisDC000037,davisPT000229,,###,#
davisBC015976,5.0,KIKD,davisDC000037,davisPT000218,,###,#
davisBC015977,5.0,KIKD,davisDC000037,davisPT000262,,###,#
davisBC015978,5.0,KIKD,davisDC000037,davisPT000173,,###,#
davisBC015979,5.0,KIKD,davisDC000037,davisPT000213,,###,#
davisBC015980,5.0,KIKD,davisDC000037,davisPT000039,,###,#
davisBC015981,5.0,KIKD,davisDC000037,davisPT000282,,###,#
davisBC015982,5.0,KIKD,davisDC000037,davisPT000373,,###,#
davisBC015983,5.0,KIKD,davisDC000037,davisPT000368,,###,#
davisBC015984,5.0,KIKD,davisDC000037,davisPT000339,,###,#
davisBC015985,5.0,KIKD,davisDC000037,davisPT000181,,###,#
davisBC015986,5.0,KIKD,davisDC000037,davisPT000008,,###,#
davisBC015987,5.0,KIKD,davisDC000037,davisPT000031,,###,#
davisBC015988,5.0,KIKD,davisDC000037,davisPT000289,,###,#
davisBC015989,5.0,KIKD,davisDC000037,davisPT000382,,###,#
davisBC015990,5.0,KIKD,davisDC000037,davisPT000284,,###,#
davisBC015991,5.0,KIKD,davisDC000037,davisPT000412,,###,#
davisBC015992,5.0,KIKD,davisDC000037,davisPT000313,,###,#
davisBC015993,5.0,KIKD,davisDC000037,davisPT000007,,###,#
davisBC015994,5.0,KIKD,davisDC000037,davisPT000241,,###,#
davisBC015995,5.0,KIKD,davisDC000037,davisPT000135,,###,#
davisBC015996,5.0,KIKD,davisDC000037,davisPT000024,,###,#
davisBC015997,5.0,KIKD,davisDC000037,davisPT000046,,###,#
davisBC015998,5.0,KIKD,davisDC000037,davisPT000333,,###,#
davisBC015999,5.0,KIKD,davisDC000037,davisPT000134,,###,#
davisBC016000,5.0,KIKD,davisDC000037,davisPT000250,,###,#
davisBC016001,5.0,KIKD,davisDC000037,davisPT000264,,###,#
davisBC016002,5.0,KIKD,davisDC000037,davisPT000057,,###,#
davisBC016003,5.0,KIKD,davisDC000037,davisPT000210,,###,#
davisBC016004,5.0,KIKD,davisDC000037,davisPT000163,,###,#
davisBC016005,5.0,KIKD,davisDC000037,davisPT000206,,###,#
davisBC016006,5.0,KIKD,davisDC000037,davisPT000071,,###,#
davisBC016007,5.0,KIKD,davisDC000037,davisPT000067,,###,#
davisBC016008,5.0,KIKD,davisDC000037,davisPT000187,,###,#
davisBC016009,5.0,KIKD,davisDC000037,davisPT000302,,###,#
davisBC016010,5.0,KIKD,davisDC000037,davisPT000287,,###,#
davisBC016011,5.0,KIKD,davisDC000037,davisPT000420,,###,#
davisBC016012,5.0,KIKD,davisDC000037,davisPT000204,,###,#
davisBC016013,5.0,KIKD,davisDC000037,davisPT000240,,###,#
davisBC016014,5.0,KIKD,davisDC000037,davisPT000348,,###,#
davisBC016015,5.0,KIKD,davisDC000037,davisPT000416,,###,#
davisBC016016,5.0,KIKD,davisDC000037,davisPT000062,,###,#
davisBC016017,5.0,KIKD,davisDC000037,davisPT000100,,###,#
davisBC016018,5.0,KIKD,davisDC000037,davisPT000114,,###,#
davisBC016019,5.0,KIKD,davisDC000037,davisPT000069,,###,#
davisBC016020,5.0,KIKD,davisDC000037,davisPT000317,,###,#
davisBC016021,5.0,KIKD,davisDC000037,davisPT000179,,###,#
davisBC016022,5.0,KIKD,davisDC000037,davisPT000307,,###,#
davisBC016023,5.0,KIKD,davisDC000037,davisPT000304,,###,#
davisBC016024,5.0,KIKD,davisDC000037,davisPT000192,,###,#
davisBC016025,5.0,KIKD,davisDC000037,davisPT000225,,###,#
davisBC016026,5.0,KIKD,davisDC000037,davisPT000257,,###,#
davisBC016027,5.0,KIKD,davisDC000037,davisPT000073,,###,#
davisBC016028,5.0,KIKD,davisDC000037,davisPT000263,,###,#
davisBC016029,9.15490196,KIKD,davisDC000038,davisPT000048,,###,#
davisBC016030,7.13667714,KIKD,davisDC000038,davisPT000071,,###,#
davisBC016031,5.0,KIKD,davisDC000038,davisPT000030,,###,#
davisBC016032,5.0,KIKD,davisDC000038,davisPT000265,,###,#
davisBC016033,6.522878745,KIKD,davisDC000038,davisPT000338,,###,#
davisBC016034,6.236572006,KIKD,davisDC000038,davisPT000252,,###,#
davisBC016035,5.619788758,KIKD,davisDC000038,davisPT000194,,###,#
davisBC016036,5.301029996,KIKD,davisDC000038,davisPT000141,,###,#
davisBC016037,5.823908741,KIKD,davisDC000038,davisPT000278,,###,#
davisBC016038,5.0,KIKD,davisDC000038,davisPT000382,,###,#
davisBC016039,5.0,KIKD,davisDC000038,davisPT000392,,###,#
davisBC016040,7.26760624,KIKD,davisDC000038,davisPT000371,,###,#
davisBC016041,5.0,KIKD,davisDC000038,davisPT000275,,###,#
davisBC016042,5.0,KIKD,davisDC000038,davisPT000272,,###,#
davisBC016043,6.244125144,KIKD,davisDC000038,davisPT000027,,###,#
davisBC016044,5.698970004,KIKD,davisDC000038,davisPT000255,,###,#
davisBC016045,5.0,KIKD,davisDC000038,davisPT000332,,###,#
davisBC016046,6.070581074,KIKD,davisDC000038,davisPT000333,,###,#
davisBC016047,6.795880017,KIKD,davisDC000038,davisPT000076,,###,#
davisBC016048,7.0,KIKD,davisDC000038,davisPT000285,,###,#
davisBC016049,5.886056648,KIKD,davisDC000038,davisPT000335,,###,#
davisBC016050,5.259637311,KIKD,davisDC000038,davisPT000016,,###,#
davisBC016051,8.638272164,KIKD,davisDC000038,davisPT000307,,###,#
davisBC016052,5.0,KIKD,davisDC000038,davisPT000184,,###,#
davisBC016053,6.060480747,KIKD,davisDC000038,davisPT000052,,###,#
davisBC016054,5.0,KIKD,davisDC000038,davisPT000083,,###,#
davisBC016055,5.0,KIKD,davisDC000038,davisPT000166,,###,#
davisBC016056,7.013228266,KIKD,davisDC000038,davisPT000260,,###,#
davisBC016057,5.0,KIKD,davisDC000038,davisPT000069,,###,#
davisBC016058,7.187086643,KIKD,davisDC000038,davisPT000242,,###,#
davisBC016059,5.698970004,KIKD,davisDC000038,davisPT000053,,###,#
davisBC016060,5.494850022,KIKD,davisDC000038,davisPT000411,,###,#
davisBC016061,6.508638306,KIKD,davisDC000038,davisPT000352,,###,#
davisBC016062,9.292429824,KIKD,davisDC000038,davisPT000133,,###,#
davisBC016063,5.0,KIKD,davisDC000038,davisPT000220,,###,#
davisBC016064,7.026872146,KIKD,davisDC000038,davisPT000170,,###,#
davisBC016065,5.0,KIKD,davisDC000038,davisPT000147,,###,#
davisBC016066,7.045757491,KIKD,davisDC000038,davisPT000356,,###,#
davisBC016067,9.602059991,KIKD,davisDC000038,davisPT000402,,###,#
davisBC016068,7.0,KIKD,davisDC000038,davisPT000146,,###,#
davisBC016069,5.431798276,KIKD,davisDC000038,davisPT000082,,###,#
davisBC016070,5.0,KIKD,davisDC000038,davisPT000308,,###,#
davisBC016071,5.0,KIKD,davisDC000038,davisPT000317,,###,#
davisBC016072,6.886056648,KIKD,davisDC000038,davisPT000138,,###,#
davisBC016073,5.045757491,KIKD,davisDC000038,davisPT000426,,###,#
davisBC016074,6.397940009,KIKD,davisDC000038,davisPT000225,,###,#
davisBC016075,5.0,KIKD,davisDC000038,davisPT000195,,###,#
davisBC016076,6.585026652,KIKD,davisDC000038,davisPT000024,,###,#
davisBC016077,5.0,KIKD,davisDC000038,davisPT000136,,###,#
davisBC016078,6.522878745,KIKD,davisDC000038,davisPT000157,,###,#
davisBC016079,5.0,KIKD,davisDC000038,davisPT000216,,###,#
davisBC016080,5.568636236,KIKD,davisDC000038,davisPT000008,,###,#
davisBC016081,6.026872146,KIKD,davisDC000038,davisPT000115,,###,#
davisBC016082,5.886056648,KIKD,davisDC000038,davisPT000013,,###,#
davisBC016083,5.638272164,KIKD,davisDC000038,davisPT000011,,###,#
davisBC016084,5.0,KIKD,davisDC000038,davisPT000365,,###,#
davisBC016085,5.721246399,KIKD,davisDC000038,davisPT000079,,###,#
davisBC016086,5.0,KIKD,davisDC000038,davisPT000421,,###,#
davisBC016087,5.0,KIKD,davisDC000038,davisPT000286,,###,#
davisBC016088,5.30980392,KIKD,davisDC000038,davisPT000309,,###,#
davisBC016089,7.37675071,KIKD,davisDC000038,davisPT000131,,###,#
davisBC016090,7.0,KIKD,davisDC000038,davisPT000032,,###,#
davisBC016091,5.0,KIKD,davisDC000038,davisPT000087,,###,#
davisBC016092,5.004364805,KIKD,davisDC000038,davisPT000026,,###,#
davisBC016093,6.431798276,KIKD,davisDC000038,davisPT000224,,###,#
davisBC016094,6.638272164,KIKD,davisDC000038,davisPT000403,,###,#
davisBC016095,5.677780705,KIKD,davisDC000038,davisPT000213,,###,#
davisBC016096,6.508638306,KIKD,davisDC000038,davisPT000085,,###,#
davisBC016097,6.22184875,KIKD,davisDC000038,davisPT000047,,###,#
davisBC016098,7.187086643,KIKD,davisDC000038,davisPT000316,,###,#
davisBC016099,6.721246399,KIKD,davisDC000038,davisPT000342,,###,#
davisBC016100,5.920818754,KIKD,davisDC000038,davisPT000311,,###,#
davisBC016101,5.958607315,KIKD,davisDC000038,davisPT000205,,###,#
davisBC016102,5.585026652,KIKD,davisDC000038,davisPT000384,,###,#
davisBC016103,6.173925197,KIKD,davisDC000038,davisPT000044,,###,#
davisBC016104,6.494850022,KIKD,davisDC000038,davisPT000212,,###,#
davisBC016105,5.958607315,KIKD,davisDC000038,davisPT000362,,###,#
davisBC016106,5.0,KIKD,davisDC000038,davisPT000222,,###,#
davisBC016107,6.13667714,KIKD,davisDC000038,davisPT000124,,###,#
davisBC016108,5.920818754,KIKD,davisDC000038,davisPT000077,,###,#
davisBC016109,5.619788758,KIKD,davisDC000038,davisPT000375,,###,#
davisBC016110,6.124938737,KIKD,davisDC000038,davisPT000018,,###,#
davisBC016111,5.229147988,KIKD,davisDC000038,davisPT000260,,###,#
davisBC016112,6.259637311,KIKD,davisDC000038,davisPT000289,,###,#
davisBC016113,6.508638306,KIKD,davisDC000038,davisPT000293,,###,#
davisBC016114,5.48148606,KIKD,davisDC000038,davisPT000093,,###,#
davisBC016115,5.0,KIKD,davisDC000038,davisPT000346,,###,#
davisBC016116,7.37675071,KIKD,davisDC000038,davisPT000143,,###,#
davisBC016117,6.468521083,KIKD,davisDC000038,davisPT000425,,###,#
davisBC016118,6.698970004,KIKD,davisDC000038,davisPT000269,,###,#
davisBC016119,5.0,KIKD,davisDC000038,davisPT000409,,###,#
davisBC016120,6.619788758,KIKD,davisDC000038,davisPT000198,,###,#
davisBC016121,5.0,KIKD,davisDC000038,davisPT000041,,###,#
davisBC016122,7.920818754,KIKD,davisDC000038,davisPT000415,,###,#
davisBC016123,7.161150909,KIKD,davisDC000038,davisPT000246,,###,#
davisBC016124,5.0,KIKD,davisDC000038,davisPT000163,,###,#
davisBC016125,5.0,KIKD,davisDC000038,davisPT000113,,###,#
davisBC016126,5.0,KIKD,davisDC000038,davisPT000369,,###,#
davisBC016127,6.769551079,KIKD,davisDC000038,davisPT000191,,###,#
davisBC016128,5.0,KIKD,davisDC000038,davisPT000294,,###,#
davisBC016129,6.031517051,KIKD,davisDC000038,davisPT000099,,###,#
davisBC016130,7.0,KIKD,davisDC000038,davisPT000119,,###,#
davisBC016131,5.823908741,KIKD,davisDC000038,davisPT000127,,###,#
davisBC016132,5.0,KIKD,davisDC000038,davisPT000304,,###,#
davisBC016133,5.494850022,KIKD,davisDC000038,davisPT000243,,###,#
davisBC016134,5.0,KIKD,davisDC000038,davisPT000161,,###,#
davisBC016135,5.721246399,KIKD,davisDC000038,davisPT000396,,###,#
davisBC016136,5.0,KIKD,davisDC000038,davisPT000091,,###,#
davisBC016137,6.468521083,KIKD,davisDC000038,davisPT000058,,###,#
davisBC016138,5.0,KIKD,davisDC000038,davisPT000196,,###,#
davisBC016139,5.301029996,KIKD,davisDC000038,davisPT000359,,###,#
davisBC016140,5.823908741,KIKD,davisDC000038,davisPT000002,,###,#
davisBC016141,7.585026652,KIKD,davisDC000038,davisPT000036,,###,#
davisBC016142,5.387216143,KIKD,davisDC000038,davisPT000258,,###,#
davisBC016143,5.0,KIKD,davisDC000038,davisPT000374,,###,#
davisBC016144,7.180456064,KIKD,davisDC000038,davisPT000074,,###,#
davisBC016145,5.0,KIKD,davisDC000038,davisPT000078,,###,#
davisBC016146,7.036212173,KIKD,davisDC000038,davisPT000029,,###,#
davisBC016147,7.431798276,KIKD,davisDC000038,davisPT000199,,###,#
davisBC016148,6.568636236,KIKD,davisDC000038,davisPT000361,,###,#
davisBC016149,6.698970004,KIKD,davisDC000038,davisPT000038,,###,#
davisBC016150,6.366531544,KIKD,davisDC000038,davisPT000003,,###,#
davisBC016151,5.0,KIKD,davisDC000038,davisPT000112,,###,#
davisBC016152,5.0,KIKD,davisDC000038,davisPT000185,,###,#
davisBC016153,5.0,KIKD,davisDC000038,davisPT000239,,###,#
davisBC016154,6.443697499,KIKD,davisDC000038,davisPT000168,,###,#
davisBC016155,5.619788758,KIKD,davisDC000038,davisPT000023,,###,#
davisBC016156,5.0,KIKD,davisDC000038,davisPT000262,,###,#
davisBC016157,5.408935393,KIKD,davisDC000038,davisPT000226,,###,#
davisBC016158,7.823908741,KIKD,davisDC000038,davisPT000277,,###,#
davisBC016159,6.318758763,KIKD,davisDC000038,davisPT000139,,###,#
davisBC016160,5.0,KIKD,davisDC000038,davisPT000254,,###,#
davisBC016161,6.657577319,KIKD,davisDC000038,davisPT000331,,###,#
davisBC016162,6.920818754,KIKD,davisDC000038,davisPT000137,,###,#
davisBC016163,5.657577319,KIKD,davisDC000038,davisPT000399,,###,#
davisBC016164,5.744727495,KIKD,davisDC000038,davisPT000237,,###,#
davisBC016165,5.0,KIKD,davisDC000038,davisPT000363,,###,#
davisBC016166,5.0,KIKD,davisDC000038,davisPT000306,,###,#
davisBC016167,5.48148606,KIKD,davisDC000038,davisPT000068,,###,#
davisBC016168,5.0,KIKD,davisDC000038,davisPT000419,,###,#
